AccNum,LoanType,RateType,RestructureLastSixMonths,Restructure,DaysPastDue,DefaultIndicator,Balance
126755401,AB1,Tracker,0,0,0,0,-60237.45607
126755701,AB2,Variable,0,0,0,0,-63596.09428
126756001,AB1,Tracker,0,0,0,0,-136620.8785
126785877,AB2,Fixed,0,0,0,0,-26225.07206
126785879,AB1,Tracker,0,0,0,0,-91451.98314
126786177,AB1,Tracker,0,0,0,0,-90885.78558
126786179,AB2,Tracker,0,0,0,0,-82948.01317
126786477,AB2,Tracker,0,0,0,0,-80492.46328
126786479,AB1,Tracker,1,1,0,0,-139250.5031
126786777,Staff AB2,Tracker,0,0,0,0,-39040.24782
126786779,Staff AB2,Variable,0,0,0,0,-172405.8592
126787077,AB2,Tracker,0,0,0,0,-36035.19677
126787079,AB1,Tracker,0,1,0,0,-199405.748
126787377,AB2,Tracker,0,0,0,0,-18119.51336
126787379,AB2,Variable,0,0,0,0,-17661.16494
126787677,AB2,Fixed,0,0,0,0,-98659.07013
126787679,AB3,Tracker,0,0,0,0,-68075.0317
126787977,AB2,Variable,0,0,0,0,-86488.17864
126787979,AB2,Tracker,0,0,0,0,-72803.31297
126879151,AB1,Tracker,0,0,0,0,-53679.52148
126879451,Staff AB2,Variable,0,0,0,0,-75863.25962
126879751,AB1,Tracker,0,0,0,0,-130389.4632
126880051,Staff AB1,Variable,0,1,0,0,-87053.96716
126880351,AB2,Tracker,0,0,0,0,-47722.87911
126880651,AB1,Variable,0,0,0,0,-206059.0281
126880951,AB1,Tracker,0,0,0,0,-604105.2255
126881251,AB1,Tracker,0,0,0,0,-118965.1793
127066041,AB1,Tracker,0,0,0,0,-72717.1737
127066341,AB1,Tracker,0,0,0,0,-60547.1527
127066641,AB2,Fixed,0,0,0,0,-244468.7621
127066941,AB1,Tracker,0,1,0,0,-243179.4103
127067241,AB1,Tracker,0,0,0,0,-197846.5274
127067541,AB2,Variable,0,0,999,1,-64296.79114
127067841,AB1,Tracker,0,1,0,0,-132146.6223
127068141,AB1,Tracker,0,1,0,0,-139229.1878
127159199,AB1,Tracker,0,0,0,0,-152814.4146
127159203,AB1,Tracker,0,1,0,0,-141261.1786
127159499,AB1,Variable,0,0,0,0,-147965.182
127159503,AB2,Variable,0,1,0,0,-153788.4815
127159799,AB2,Tracker,0,0,0,0,-237276.7146
127159803,AB2,Variable,0,0,0,0,-99002.42295
127160099,AB1,Fixed,1,1,0,0,-77504.78746
127160103,AB1,Fixed,0,1,0,0,-77274.85318
127160399,AB1,Fixed,1,1,0,0,-78823.52126
127160403,AB2,Variable,1,1,0,0,-93172.74901
127160699,AB2,Tracker,0,0,0,0,-88308.5367
127160703,AB1,Tracker,0,1,0,0,-179658.1953
127160999,AB1,Tracker,0,0,0,0,-189728.0045
127161003,AB2,Tracker,0,0,0,0,-117155.7447
127161299,AB1,Tracker,0,0,0,0,-811722.479
127161303,AB1,Tracker,0,0,0,0,-268147.1016
127190183,AB2,Fixed,1,1,0,0,-141771.8935
127190483,AB1,Tracker,0,0,0,0,-313196.8599
127190783,AB1,Fixed,1,1,0,0,-152690.6659
127191083,AB1,Tracker,0,0,0,0,-233958.3252
127191383,AB1,Tracker,0,0,0,0,-205133.8834
127191683,AB1,Variable,0,0,163,1,-148812.9943
127191983,AB2,Tracker,0,0,0,0,-166626.3254
127192283,AB1,Variable,0,0,175,1,-17693.70209
127216135,AB2,Tracker,0,0,0,0,-126847.7102
127216137,AB1,Tracker,0,0,0,0,-45771.58117
127216435,AB1,Tracker,1,1,0,0,-928373.0303
127216437,AB1,Tracker,0,0,0,0,-1018378.938
127216735,AB1,Tracker,0,1,0,0,-67367.01286
127216737,AB1,Tracker,0,0,0,0,-54429.02058
127217035,AB2,Variable,0,0,122,1,-42071.34425
127217037,AB1,Fixed,1,1,13,0,-152093.0409
127217335,AB2,Tracker,0,0,0,0,-1194550.574
127217337,AB1,Variable,0,0,0,0,-69290.64183
127217635,AB1,Variable,0,0,0,0,-186665.2666
127217637,AB1,Tracker,0,0,0,0,-222652.7372
127217935,AB1,Tracker,0,0,0,0,-219168.6021
127217937,AB2,Tracker,0,0,0,0,-153630.6905
127218235,AB2,Tracker,0,0,0,0,-175831.756
127218237,AB2,Variable,0,0,3,0,-126510.3055
127247481,AB2,Tracker,0,0,0,0,-42386.45473
127247781,AB1,Tracker,0,0,0,0,-238359.156
127248081,AB2,Fixed,0,0,0,0,-18527.29616
127248381,AB1,Tracker,0,0,0,0,-375767.984
127248681,AB1,Variable,0,0,0,0,-262412.3417
127248981,Unknown,Tracker,0,0,0,0,-929402.4215
127249281,AB1,Tracker,0,0,0,0,-254997.9731
127249581,AB1,Tracker,0,0,0,0,-320047.0252
127287653,AB1,Tracker,0,0,0,0,-260858.6964
127287953,AB1,Tracker,0,0,0,0,-280221.365
127288253,AB1,Tracker,0,0,0,0,-545974.2266
127288553,Staff AB1,Variable,0,1,0,0,-170431.3434
127288853,AB3,Tracker,0,0,0,0,-99800.73505
127289153,AB1,Tracker,0,0,0,0,-377596.8762
127289453,AB2,Tracker,0,0,0,0,-32385.61536
127289943,AB2,Tracker,0,0,0,0,-267692.3395
127289947,Staff AB1,Tracker,0,0,0,0,-230163.5196
127290243,AB1,Tracker,0,0,0,0,-209371.9928
127290247,AB2,Tracker,0,0,0,0,-12761.23551
127290543,AB2,Tracker,0,0,0,0,-42154.91937
127290547,AB2,Tracker,0,0,0,0,-42643.83948
127290843,AB1,Tracker,0,0,0,0,-654743.3353
127290847,AB2,Variable,1,1,27,0,-135768.2558
127291143,AB2,Variable,1,1,0,0,-48987.67995
127291147,AB2,Tracker,0,0,0,0,-32468.1115
127291443,AB1,Tracker,0,0,0,0,-218457.7929
127291447,AB1,Tracker,1,1,0,0,-237071.6879
127291743,AB2,Tracker,0,0,0,0,-66478.58303
127291747,AB1,Tracker,0,0,0,0,-230323.8078
127292043,AB2,Fixed,0,0,0,0,-255780.7725
127292047,AB1,Tracker,1,1,0,0,-225134.6828
127296635,AB2,Tracker,0,1,0,0,-175566.4397
127296935,AB1,Tracker,0,0,0,0,-98065.17541
127297235,AB1,Tracker,0,0,0,0,-195581.8404
127297535,AB2,Tracker,0,0,0,0,-26509.21647
127297835,AB1,Tracker,0,1,0,0,-249202.3352
127298135,Staff AB1,Tracker,0,1,0,0,-76092.72806
127298435,Staff AB2,Tracker,0,1,0,0,-134484.8046
127298735,AB1,Variable,0,0,7,0,-72268.76017
127346969,AB2,Tracker,0,0,0,0,-26512.30217
127347269,Staff AB2,Variable,0,0,0,0,-117177.3443
127347569,Staff AB2,Tracker,0,0,0,0,-94263.38862
127347869,AB2,Tracker,0,0,0,0,-161346.6774
127348169,AB1,Fixed,1,1,0,0,-82172.44381
127348469,AB1,Fixed,0,1,0,0,-82245.58663
127348769,AB1,Fixed,1,1,0,0,-78836.32448
127349069,AB2,Fixed,0,0,0,0,-348110.0417
127452987,AB2,Tracker,0,0,0,0,-87357.08899
127453287,AB2,Tracker,0,0,0,0,-269497.8326
127453587,AB1,Tracker,0,0,0,0,-161627.5962
127453887,AB1,Tracker,1,1,0,0,-351683.0103
127454187,AB1,Tracker,0,0,0,0,-165671.7598
127454487,AB1,Tracker,0,0,0,0,-18509.34249
127454787,Staff AB2,Variable,0,0,0,0,-181390.1745
127455087,Staff AB2,Tracker,0,0,0,0,-60969.61345
127528193,AB1,Tracker,0,0,0,0,-679317.9738
127528249,AB1,Tracker,0,0,0,0,-202410.5572
127528251,AB1,Tracker,0,0,0,0,-660139.4592
127528493,AB1,Tracker,0,0,0,0,-1147359.308
127528549,AB1,Tracker,0,0,0,0,-1109977.925
127528551,AB1,Tracker,0,0,0,0,-1133416.28
127528793,Staff AB2,Tracker,0,0,0,0,-23818.27553
127528849,AB1,Tracker,0,0,0,0,-200067.5244
127528851,AB2,Tracker,1,1,0,0,-294691.9878
127529093,Staff AB2,Tracker,0,0,0,0,-22790.3918
127529149,AB2,Tracker,0,0,0,0,-167962.2928
127529151,AB1,Tracker,0,0,0,0,-1164900.113
127529393,AB1,Tracker,0,0,0,0,-1087787.334
127529449,AB2,Tracker,0,0,0,0,-149791.0209
127529451,AB2,Tracker,0,0,0,0,-39076.03104
127529693,AB1,Tracker,0,0,0,0,-255393.0665
127529749,AB1,Tracker,0,0,0,0,-209341.6826
127529751,AB1,Tracker,0,0,0,0,-252169.1205
127529993,AB1,Tracker,0,0,0,0,-241874.8345
127530049,AB2,Tracker,0,0,0,0,-294121.3633
127530051,AB2,Tracker,0,0,0,0,-60404.34025
127530293,AB2,Tracker,0,0,0,0,-50791.18513
127530349,AB2,Variable,0,1,234,1,-244662.7655
127530351,Staff AB2,Tracker,0,0,0,0,-72799.07068
127553109,Staff AB1,Tracker,0,0,0,0,-70912.25936
127553113,Staff AB1,Tracker,0,0,0,0,-107693.6892
127553409,Staff AB1,Tracker,0,0,0,0,-189995.6373
127553413,AB1,Variable,0,0,0,0,-1092996.05
127553709,AB2,Tracker,1,1,0,0,-28888.53294
127553713,AB1,Tracker,0,0,0,0,-54882.24139
127554009,AB1,Tracker,0,0,0,0,-240621.5446
127554013,AB1,Tracker,0,0,0,0,-216107.0317
127554309,AB1,Variable,0,0,0,0,-754851.536
127554313,Staff AB2,Variable,0,0,0,0,-281975.3905
127554609,Staff AB1,Variable,0,0,0,0,-213113.6932
127554613,AB1,Variable,0,0,0,0,-78220.22825
127554909,AB2,Variable,0,0,0,0,-139134.0919
127554913,AB1,Variable,1,1,0,0,-24225.35371
127555209,AB2,Fixed,0,0,0,0,-53776.54859
127555213,AB2,Fixed,0,0,0,0,-371722.4647
127667175,AB2,Variable,0,0,0,0,-51366.43441
127667475,AB2,Variable,0,0,0,0,-235765.5115
127667775,AB2,Fixed,0,0,0,0,-217810.6817
127668075,AB1,Variable,0,0,0,0,-51382.7151
127668375,Staff AB2,Variable,0,0,0,0,-40977.55811
127668675,AB2,Fixed,0,0,0,0,-256336.1047
127668975,AB2,Fixed,0,0,0,0,-276618.2828
127669275,AB2,Variable,0,0,0,0,-66961.70643
127673075,AB2,Variable,0,0,0,0,-19091.6719
127673375,AB1,Tracker,0,0,0,0,-57253.76764
127673675,AB1,Tracker,0,1,0,0,-54927.08139
127673975,AB1,Tracker,0,0,0,0,-64727.16252
127674275,AB2,Variable,0,0,0,0,-30466.48165
127674575,AB1,Tracker,0,0,0,0,-82315.40861
127674875,AB1,Tracker,0,0,0,0,-76682.26255
127675175,AB1,Tracker,0,0,0,0,-93309.78977
127679997,AB3,Variable,0,0,0,0,-6926.571378
127680005,AB1,Tracker,0,0,0,0,-65834.99496
127680297,AB1,Tracker,0,0,0,0,-45680.06549
127680305,AB1,Tracker,0,0,0,0,-104997.0146
127680597,AB1,Tracker,0,0,0,0,-45177.90267
127680605,AB1,Tracker,0,0,0,0,-110160.5252
127680897,AB2,Variable,0,1,42,0,-5661.321635
127680905,AB1,Variable,0,0,0,0,-54668.16308
127681197,AB2,Variable,0,0,0,0,-57602.10336
127681205,AB2,Variable,0,0,0,0,-195886.6358
127681497,AB1,Tracker,0,0,0,0,-57161.71496
127681505,AB2,Variable,0,0,0,0,-64862.81185
127681797,AB1,Tracker,0,0,0,0,-141324.7858
127681805,AB2,Fixed,0,0,0,0,-24654.63155
127682097,AB1,Tracker,0,0,0,0,-89655.60697
127682105,AB1,Tracker,0,0,0,0,-88238.91952
127791693,AB2,Tracker,0,0,0,0,-85214.70594
127791993,AB2,Tracker,0,0,0,0,-85663.6015
127792293,AB1,Tracker,1,1,0,0,-143958.9878
127792593,Staff AB2,Tracker,0,0,0,0,-41545.87883
127792893,Staff AB2,Variable,0,0,0,0,-183491.2283
127793193,AB2,Tracker,0,0,0,0,-36553.16685
127793493,AB1,Tracker,0,1,0,0,-208795.4554
127840723,AB2,Tracker,0,0,0,0,-18571.60888
127841023,AB2,Variable,0,0,0,0,-16894.33162
127841323,AB2,Fixed,0,0,0,0,-100591.2683
127841623,AB3,Tracker,0,0,0,0,-69969.26072
127841923,AB2,Variable,0,0,0,0,-83341.46208
127842223,AB2,Tracker,0,0,0,0,-78306.70099
127842523,AB1,Tracker,0,0,0,0,-55860.89919
127842823,Staff AB2,Variable,0,0,0,0,-71347.36941
127848915,AB1,Tracker,0,0,0,0,-127392.4564
127849215,Staff AB1,Variable,0,1,0,0,-93311.93125
127849515,AB2,Tracker,0,0,0,0,-46556.45562
127849815,AB1,Variable,0,0,0,0,-206317.0658
127850115,AB1,Tracker,0,0,0,0,-585493.4652
127850415,AB1,Tracker,0,0,0,0,-117238.2807
127850715,AB1,Tracker,0,0,0,0,-69121.05461
127851015,AB1,Tracker,0,0,0,0,-60103.14855
128006707,AB2,Fixed,0,0,0,0,-246523.5852
128007007,AB1,Tracker,0,1,0,0,-232726.3728
128007307,AB1,Tracker,0,0,0,0,-191226.3754
128007607,AB2,Variable,0,0,999,1,-63635.58597
128007907,AB1,Tracker,0,1,0,0,-132768.8738
128008207,AB1,Tracker,0,1,0,0,-129477.5532
128008507,AB1,Tracker,0,0,0,0,-147248.0144
128008807,AB1,Tracker,0,1,0,0,-135637.4448
128014887,AB1,Variable,0,0,0,0,-155184.3834
128015187,AB2,Variable,0,1,0,0,-165056.0788
128015487,AB2,Tracker,0,0,0,0,-233608.1905
128015787,AB2,Variable,0,0,0,0,-105817.2255
128016087,AB1,Fixed,1,1,0,0,-78103.02064
128016387,AB1,Fixed,0,1,0,0,-74186.30777
128016687,AB1,Fixed,1,1,0,0,-77740.3882
128016987,AB2,Variable,1,1,0,0,-91970.9798
128149859,AB2,Tracker,0,0,0,0,-85028.79856
128150159,AB1,Tracker,0,1,0,0,-187567.4658
128150459,AB1,Tracker,0,0,0,0,-193626.016
128150759,AB2,Tracker,0,0,0,0,-120381.9259
128151059,AB1,Tracker,0,0,0,0,-813954.5259
128151359,AB1,Tracker,0,0,0,0,-261200.0473
128151659,AB2,Fixed,1,1,0,0,-142513.4531
128151959,AB1,Tracker,0,0,0,0,-287200.9809
128156519,AB1,Fixed,1,1,0,0,-155325.5002
128156819,AB1,Tracker,0,0,0,0,-242020.9531
128157119,AB1,Tracker,0,0,0,0,-207472.2046
128157419,AB1,Variable,0,0,163,1,-161654.6556
128157719,AB2,Tracker,0,0,0,0,-168954.1877
128158019,AB1,Variable,0,0,175,1,-17705.34833
128158319,AB2,Tracker,0,0,0,0,-126677.848
128158619,AB1,Tracker,0,0,0,0,-47167.03061
128203991,AB1,Tracker,1,1,0,0,-1010289.753
128204291,AB1,Tracker,0,0,0,0,-973439.6102
128204591,AB1,Tracker,0,1,0,0,-63237.32405
128204891,AB1,Tracker,0,0,0,0,-51690.51579
128205191,AB2,Variable,0,0,122,1,-41891.4612
128205491,AB1,Fixed,1,1,13,0,-154106.7472
128205791,AB2,Tracker,0,0,0,0,-1274480.116
128307523,AB1,Variable,0,0,0,0,-65258.14731
128307823,AB1,Variable,0,0,0,0,-194721.3205
128308123,AB1,Tracker,0,0,0,0,-219306.1533
128308423,AB1,Tracker,0,0,0,0,-229623.075
128308723,AB2,Tracker,0,0,0,0,-156499.3059
128309023,AB2,Tracker,0,0,0,0,-169734.2957
128309323,AB2,Variable,0,0,3,0,-121327.2073
128309623,AB2,Tracker,0,0,0,0,-41668.32603
128381621,AB1,Tracker,0,0,0,0,-240986.2219
128381671,AB2,Fixed,0,0,0,0,-18874.46768
128381921,AB1,Tracker,0,0,0,0,-370772.9543
128381971,AB1,Variable,0,0,0,0,-273859.3509
128382221,Unknown,Tracker,0,0,0,0,-928218.4582
128382271,AB1,Tracker,0,0,0,0,-241296.9451
128382521,AB1,Tracker,0,0,0,0,-316234.1769
128382571,AB1,Tracker,0,0,0,0,-262313.5388
128382821,AB1,Tracker,0,0,0,0,-291529.4719
128382871,AB1,Tracker,0,0,0,0,-518268.0448
128383121,Staff AB1,Variable,0,1,0,0,-183793.7535
128383171,AB3,Tracker,0,0,0,0,-95452.08939
128383421,AB1,Tracker,0,0,0,0,-379574.3104
128383471,AB2,Tracker,0,0,0,0,-32909.6224
128383721,AB2,Tracker,0,0,0,0,-256455.0054
128383771,Staff AB1,Tracker,0,0,0,0,-221261.2456
128406505,AB1,Tracker,0,0,0,0,-222503.9819
128406805,AB2,Tracker,0,0,0,0,-13024.41896
128407105,AB2,Tracker,0,0,0,0,-43170.69182
128407405,AB2,Tracker,0,0,0,0,-41612.66875
128407705,AB1,Tracker,0,0,0,0,-618041.3197
128408005,AB2,Variable,1,1,27,0,-141016.5151
128408305,AB2,Variable,1,1,0,0,-46075.77461
128408605,AB2,Tracker,0,0,0,0,-31552.69374
128516207,AB1,Tracker,0,0,0,0,-215761.1608
128516507,AB1,Tracker,1,1,0,0,-247253.6342
128516807,AB2,Tracker,0,0,0,0,-69166.82347
128517107,AB1,Tracker,0,0,0,0,-237430.4967
128517407,AB2,Fixed,0,0,0,0,-266571.0671
128517707,AB1,Tracker,1,1,0,0,-236133.1356
128518007,AB2,Tracker,0,1,0,0,-178556.0098
128518307,AB1,Tracker,0,0,0,0,-107293.7957
128541683,AB1,Tracker,0,0,0,0,-208675.6013
128541983,AB2,Tracker,0,0,0,0,-26672.79243
128542283,AB1,Tracker,0,1,0,0,-241783.3275
128542583,Staff AB1,Tracker,0,1,0,0,-73057.47292
128542883,Staff AB2,Tracker,0,1,0,0,-134362.4587
128543183,AB1,Variable,0,0,7,0,-67135.85137
128543483,AB2,Tracker,0,0,0,0,-28830.41299
128635313,Staff AB2,Variable,0,0,0,0,-126238.3296
128635343,Staff AB2,Tracker,0,0,0,0,-92167.28092
128635613,AB2,Tracker,0,0,0,0,-164251.1327
128635643,AB1,Fixed,1,1,0,0,-83251.12121
128635913,AB1,Fixed,0,1,0,0,-81235.93829
128635943,AB1,Fixed,1,1,0,0,-85318.39769
128636213,AB2,Fixed,0,0,0,0,-335457.9475
128636243,AB2,Tracker,0,0,0,0,-90244.97777
128636513,AB2,Tracker,0,0,0,0,-267743.6869
128636543,AB1,Tracker,0,0,0,0,-159870.5487
128636813,AB1,Tracker,1,1,0,0,-353240.0137
128636843,AB1,Tracker,0,0,0,0,-168437.5971
128637113,AB1,Tracker,0,0,0,0,-19051.31253
128637143,Staff AB2,Variable,0,0,0,0,-192831.8276
128637413,Staff AB2,Tracker,0,0,0,0,-62271.49152
128750085,AB1,Tracker,0,0,0,0,-633992.338
128750385,AB1,Tracker,0,0,0,0,-193929.8004
128750685,AB1,Tracker,0,0,0,0,-687140.6666
128750985,AB1,Tracker,0,0,0,0,-1126188.967
128751285,AB1,Tracker,0,0,0,0,-1134819.875
128751585,AB1,Tracker,0,0,0,0,-1157512.112
128751885,Staff AB2,Tracker,0,0,0,0,-23959.85011
128752185,AB1,Tracker,0,0,0,0,-214174.0258
128837167,AB2,Tracker,1,1,0,0,-274365.2676
128837467,Staff AB2,Tracker,0,0,0,0,-23148.73224
128837767,AB2,Tracker,0,0,0,0,-162082.3311
128838067,AB1,Tracker,0,0,0,0,-1104461.727
128838367,AB1,Tracker,0,0,0,0,-1141554.563
128838667,AB2,Tracker,0,0,0,0,-151394.3102
128838967,AB2,Tracker,0,0,0,0,-37946.45871
128839267,AB1,Tracker,0,0,0,0,-269907.5368
128885999,AB1,Tracker,0,0,0,0,-208035.6803
128886001,AB1,Tracker,0,0,0,0,-265451.4555
128886003,AB1,Tracker,0,0,0,0,-239672.1744
128886299,AB2,Tracker,0,0,0,0,-286788.7361
128886301,AB2,Tracker,0,0,0,0,-61328.94151
128886303,AB2,Tracker,0,0,0,0,-49631.28141
128886599,AB2,Variable,0,1,234,1,-245187.1336
128886601,Staff AB2,Tracker,0,0,0,0,-69416.40934
128886603,Staff AB1,Tracker,0,0,0,0,-66333.36296
128886899,Staff AB1,Tracker,0,0,0,0,-103397.7078
128886901,Staff AB1,Tracker,0,0,0,0,-182369.3568
128886903,AB1,Variable,0,0,0,0,-1149203.471
128887199,AB2,Tracker,1,1,0,0,-28837.49641
128887201,AB1,Tracker,0,0,0,0,-54198.09848
128887203,AB1,Tracker,0,0,0,0,-244194.6572
128887499,AB1,Tracker,0,0,0,0,-220328.8847
128887501,AB1,Variable,0,0,0,0,-747851.7363
128887503,Staff AB2,Variable,0,0,0,0,-293772.0828
128887799,Staff AB1,Variable,0,0,0,0,-204474.3882
128887801,AB1,Variable,0,0,0,0,-76621.28914
128887803,AB2,Variable,0,0,0,0,-149741.6262
129002121,AB1,Variable,1,1,0,0,-26082.00449
129002421,AB2,Fixed,0,0,0,0,-55439.32306
129002721,AB2,Fixed,0,0,0,0,-360255.8301
129003021,AB2,Variable,0,0,0,0,-52063.09188
129003321,AB2,Variable,0,0,0,0,-233618.7582
129003621,AB2,Fixed,0,0,0,0,-218362.8126
129003921,AB1,Variable,0,0,0,0,-56183.41557
129004221,Staff AB2,Variable,0,0,0,0,-39380.04711
129019437,AB2,Fixed,0,0,0,0,-260154.2355
129019737,AB2,Fixed,0,0,0,0,-261326.8451
129020037,AB2,Variable,0,0,0,0,-67467.11584
129020337,AB2,Variable,0,0,0,0,-20765.59662
129020637,AB1,Tracker,0,0,0,0,-57369.17398
129020937,AB1,Tracker,0,1,0,0,-55981.41151
129021237,AB1,Tracker,0,0,0,0,-61635.19601
129021537,AB2,Variable,0,0,0,0,-29676.51794
129037905,AB1,Tracker,0,0,0,0,-81199.12487
129038205,AB1,Tracker,0,0,0,0,-80730.25631
129038505,AB1,Tracker,0,0,0,0,-96416.99904
129038805,AB3,Variable,0,0,0,0,-6833.452003
129039105,AB1,Tracker,0,0,0,0,-63941.18959
129039405,AB1,Tracker,0,0,0,0,-47970.31514
129039705,AB1,Tracker,0,0,0,0,-106369.5499
129040005,AB1,Tracker,0,0,0,0,-41836.59614
129107611,AB1,Tracker,0,0,0,0,-102143.9927
129107613,AB2,Variable,0,1,42,0,-5842.725142
129107911,AB1,Variable,0,0,0,0,-53826.32285
129107913,AB2,Variable,0,0,0,0,-61677.19984
129108211,AB2,Variable,0,0,0,0,-193295.8245
129108213,AB1,Tracker,0,0,0,0,-58146.57024
129108511,AB2,Variable,0,0,0,0,-61477.25164
129108513,AB1,Tracker,0,0,0,0,-143468.9191
129108811,AB2,Fixed,0,0,0,0,-25090.46416
129108813,AB1,Tracker,0,0,0,0,-84830.11645
129109111,AB1,Tracker,0,0,0,0,-91108.96523
129109113,AB2,Tracker,0,0,0,0,-82559.20761
129109411,AB2,Tracker,0,0,0,0,-81867.03683
129109413,AB1,Tracker,1,1,0,0,-139668.2249
129109711,Staff AB2,Tracker,0,0,0,0,-41571.77659
129109713,Staff AB2,Variable,0,0,0,0,-186040.4409
129269327,AB2,Tracker,0,0,0,0,-37589.99651
129269627,AB1,Tracker,0,1,0,0,-207194.0183
129269927,AB2,Tracker,0,0,0,0,-19153.41295
129270227,AB2,Variable,0,0,0,0,-17202.35323
129270527,AB2,Fixed,0,0,0,0,-103038.2033
129270827,AB3,Tracker,0,0,0,0,-68705.67077
129271127,AB2,Variable,0,0,0,0,-85964.72889
129271427,AB2,Tracker,0,0,0,0,-74004.60329
129288457,AB1,Tracker,0,0,0,0,-53282.62046
129288459,Staff AB2,Variable,0,0,0,0,-72581.26291
129288757,AB1,Tracker,0,0,0,0,-129910.1995
129288759,Staff AB1,Variable,0,1,0,0,-88105.05518
129289057,AB2,Tracker,0,0,0,0,-45116.83738
129289059,AB1,Variable,0,0,0,0,-200886.0486
129289357,AB1,Tracker,0,0,0,0,-608242.8436
129289359,AB1,Tracker,0,0,0,0,-119450.5538
129289657,AB1,Tracker,0,0,0,0,-68782.85597
129289659,AB1,Tracker,0,0,0,0,-58667.51572
129289957,AB2,Fixed,0,0,0,0,-240008.9803
129289959,AB1,Tracker,0,1,0,0,-233963.8824
129290257,AB1,Tracker,0,0,0,0,-202053.3615
129290259,AB2,Variable,0,0,999,1,-63028.69215
129455729,AB1,Tracker,0,1,0,0,-140973.1152
129456029,AB1,Tracker,0,1,0,0,-128711.3146
129456329,AB1,Tracker,0,0,0,0,-156841.2776
129456629,AB1,Tracker,0,1,0,0,-136230.7933
129456929,AB1,Variable,0,0,0,0,-150365.5372
129457229,AB2,Variable,0,1,0,0,-158364.1894
129457529,AB2,Tracker,0,0,0,0,-249999.1155
129457829,AB2,Variable,0,0,0,0,-101444.3716
129649989,AB1,Fixed,1,1,0,0,-79350.45286
129650289,AB1,Fixed,0,1,0,0,-76615.12752
129650589,AB1,Fixed,1,1,0,0,-80463.14784
129650889,AB2,Variable,1,1,0,0,-92069.82514
129651189,AB2,Tracker,0,0,0,0,-84878.92089
129651489,AB1,Tracker,0,1,0,0,-191606.4185
129651789,AB1,Tracker,0,0,0,0,-192091.7598
129652089,AB2,Tracker,0,0,0,0,-111202.5188
129954603,AB1,Tracker,0,0,0,0,-835585.7542
129954903,AB1,Tracker,0,0,0,0,-256311.2933
129955203,AB2,Fixed,1,1,0,0,-149713.6204
129955503,AB1,Tracker,0,0,0,0,-307017.0161
129955803,AB1,Fixed,1,1,0,0,-145669.7431
129956103,AB1,Tracker,0,0,0,0,-251404.7637
129956403,AB1,Tracker,0,0,0,0,-201065.4901
129956703,AB1,Variable,0,0,163,1,-152805.5256
130323067,AB2,Tracker,0,0,0,0,-169426.0178
130323367,AB1,Variable,0,0,175,1,-17945.63288
130323667,AB2,Tracker,0,0,0,0,-131037.7927
130323967,AB1,Tracker,0,0,0,0,-46273.12371
130324267,AB1,Tracker,1,1,0,0,-927889.8983
130324567,AB1,Tracker,0,0,0,0,-1021245.647
130324867,AB1,Tracker,0,1,0,0,-66920.97311
130325167,AB1,Tracker,0,0,0,0,-52168.15311
130523893,AB2,Variable,0,0,122,1,-43607.94354
130524193,AB1,Fixed,1,1,13,0,-151759.8149
130524493,AB2,Tracker,0,0,0,0,-1167235.579
130524793,AB1,Variable,0,0,0,0,-63525.60441
130525093,AB1,Variable,0,0,0,0,-193927.5104
130525393,AB1,Tracker,0,0,0,0,-228277.7892
130525693,AB1,Tracker,0,0,0,0,-236296.9413
130525993,AB2,Tracker,0,0,0,0,-144451.7453
130789687,AB2,Tracker,0,0,0,0,-175768.3107
130789987,AB2,Variable,0,0,3,0,-122537.3854
130790287,AB2,Tracker,0,0,0,0,-43189.42538
130790587,AB1,Tracker,0,0,0,0,-230257.5271
130790887,AB2,Fixed,0,0,0,0,-19060.16674
130791187,AB1,Tracker,0,0,0,0,-364643.3525
130791487,AB1,Variable,0,0,0,0,-269515.8685
130791787,Unknown,Tracker,0,0,0,0,-908626.938
131019167,AB1,Tracker,0,0,0,0,-261559.5865
131019467,AB1,Tracker,0,0,0,0,-341518.7579
131019767,AB1,Tracker,0,0,0,0,-276115.0247
131020067,AB1,Tracker,0,0,0,0,-270780.8271
131020367,AB1,Tracker,0,0,0,0,-540817.6172
131020667,Staff AB1,Variable,0,1,0,0,-171932.6498
131020967,AB3,Tracker,0,0,0,0,-93394.73886
131021267,AB1,Tracker,0,0,0,0,-350431.0693
131580373,AB2,Tracker,0,0,0,0,-32785.4658
131580673,AB2,Tracker,0,0,0,0,-251072.106
131580973,Staff AB1,Tracker,0,0,0,0,-233369.7231
131581273,AB1,Tracker,0,0,0,0,-225533.1535
131581573,AB2,Tracker,0,0,0,0,-12498.32217
131581873,AB2,Tracker,0,0,0,0,-42786.94484
131582173,AB2,Tracker,0,0,0,0,-41111.68372
131744343,AB1,Tracker,0,0,0,0,-618354.17
131744643,AB2,Variable,1,1,27,0,-142789.929
131744943,AB2,Variable,1,1,0,0,-47151.26404
131745243,AB2,Tracker,0,0,0,0,-30668.05122
131745543,AB1,Tracker,0,0,0,0,-223972.937
131745843,AB1,Tracker,1,1,0,0,-242903.0806
131746143,AB2,Tracker,0,0,0,0,-69711.92177
132006525,AB1,Tracker,0,0,0,0,-220292.7748
132006825,AB2,Fixed,0,0,0,0,-268524.0278
